bug_id,duplicate
1684711,NO
1713479,1718436
1699026,NO
1696315,1471001
1700363,NO
1689235,NO
1686106,NO
1706712,1672455
1690764,1313401
1687218,NO
1709421,NO
1699998,NO
1711508,NO
1689553,NO
1710616,NO
1699740,NO
1688895,1681036
1696473,NO
1700405,NO
1694264,NO
1702212,NO
1686890,NO
1687556,NO
1711520,NO
1691334,NO
1707342,NO
1685341,NO
1713337,NO
1693523,NO
1712029,NO
1704893,1714583
1685427,NO
1712997,NO
1703642,NO
1708717,NO
1707424,NO
1709409,NO
1687230,NO
1711246,NO
1701055,NO
1697023,NO
1696329,1694946
1690980,NO
1689209,1637488
1691446,NO
1687224,1657657
1690758,1691079
1697037,NO
1701041,NO
1705227,NO
1695620,1695919
1712983,NO
1692629,NO
1713323,NO
1685355,NO
1704887,NO
1694258,NO
1686884,NO
1697751,NO
1698462,1697741
1711534,NO
1687542,NO
1706048,NO
1691320,NO
1707801,NO
1685802,NO
1702979,1686451
1709192,NO
1700808,NO
1711905,NO
1699595,NO
1689792,NO
1698847,NO
1705964,NO
1693912,NO
1685816,NO
1709838,NO
1707815,NO
1703483,NO
1709810,NO
1701294,NO
1687797,NO
1700834,NO
1697584,1697551
1711939,1711806
1686489,NO
1705794,NO
1695387,1471001
1705958,1499500
1705780,1705778
1696856,NO
1687783,NO
1691687,NO
1707829,NO
1703497,NO
1694927,NO
1702951,NO
1692365,NO
1704313,1703031
1685619,NO
1702762,NO
1694714,NO
1711078,NO
1709637,NO
1690572,NO
1706504,NO
1686310,NO
1710366,1710369
1700613,NO
1696665,NO
1699556,NO
1686476,NO
1710400,NO
1689745,NO
1687768,NO
1709151,1494028
1690214,NO
1702004,NO
1692403,NO
1712203,1364261
1704461,NO
1695378,NO
1710414,NO
1689751,NO
1690200,NO
1709623,NO
1688329,NO
1706510,NO
1686304,NO
1691678,1685526
1696117,NO
1699224,NO
1704307,1623686
1692371,1686466
1691888,NO
1701257,NO
1697221,1697209
1688301,NO
1711044,NO
1691650,NO
1707626,NO
1702986,NO
1692359,NO
1705031,NO
1694728,NO
1705757,NO
1713135,NO
1704449,NO
1703326,NO
1695350,NO
1707140,NO
1690228,1686494
1687754,1691558
1696881,NO
1697547,NO
1707154,NO
1708267,1708784
1688473,NO
1696895,NO
1711736,NO
1687740,1689669
1701525,NO
1705743,NO
1693735,NO
1695344,NO
1703332,NO
1685631,NO
1712559,1622986
1705025,NO
1698106,NO
1701243,NO
1711050,NO
1708501,NO
1699218,NO
1709780,NO
1691903,NO
1705804,NO
1687807,NO
1698933,NO
1687813,NO
1711865,NO
1700968,NO
1693866,NO
1705810,NO
1702819,NO
1685962,NO
1709794,NO
1694847,NO
1704298,NO
1695581,NO
1687185,NO
1707949,NO
1707791,NO
1711695,NO
1693696,NO
1703291,NO
1705838,NO
1713082,NO
1712388,1651800
1713096,NO
1711859,NO
1689802,NO
1711681,NO
1700954,NO
1694853,NO
1695595,NO
1694660,NO
1702616,NO
1704267,1703995
1692211,NO
1696077,NO
1700001,NO
1691718,NO
1688249,NO
1690406,NO
1709025,1667663
1706316,NO
1690360,1688790
1710574,NO
1707008,1698155
1700767,NO
1699422,NO
1704501,NO
1692577,NO
1693669,NO
1704515,NO
1712377,NO
1698728,NO
1687608,NO
1690374,NO
1706302,NO
1686516,NO
1700773,NO
1700015,NO
1696063,432520
1689143,NO
1711118,NO
1709757,NO
1690412,NO
1706464,NO
1702602,NO
1694674,NO
1712411,NO
1692205,1726736
1704273,NO
1685779,NO
1699378,1685926
1707752,NO
1691724,NO
1708461,NO
1688275,NO
1698066,NO
1705145,1711784
1693133,NO
1694884,NO
1703534,NO
1685037,NO
1705623,1705622
1698700,1569793
1697433,NO
1688513,1644147
1711656,NO
1691042,NO
1710548,NO
1708307,NO
1701451,NO
1697427,NO
1687634,NO
1711642,NO
1703246,NO
1695230,NO
1693899,NO
1713055,NO
1704529,NO
1693641,NO
1705637,1705535
1694648,NO
1705151,NO
1685745,NO
1692239,NO
1703520,NO
1700029,NO
1691730,1507074
1708475,NO
1688261,NO
1687152,NO
1711124,NO
1698072,NO
1701337,NO
1697341,NO
1688936,NO
1697816,NO
1706869,NO
1708844,NO
1688088,NO
1709596,NO
1695973,NO
1712808,NO
1710979,NO
1688922,NO
1697802,NO
1713280,NO
1693494,NO
1711497,NO
1699807,NO
1710951,NO
1686099,NO
1707593,NO
1697194,1697248
1687387,NO
1705384,NO
1695783,NO
1705390,1675678
1703939,1703943
1694489,NO
1684842,NO
1712834,NO
1695797,NO
1685584,NO
1690837,NO
1697180,1662759
1687393,NO
1699813,NO
1701690,NO
1686933,NO
1710945,NO
1701848,NO
1691297,NO
1713294,NO
1702399,NO
1702372,NO
1685209,NO
1692775,1693474
1699620,NO
1700565,NO
1689433,NO
1686700,NO
1709227,NO
1690604,NO
1687378,NO
1709541,NO
1689355,NO
1710010,NO
1686066,NO
1699146,NO
1696275,NO
1700203,NO
1713519,1592562
1704065,NO
1692013,NO
1684671,1686647
1694462,NO
1704071,NO
1712613,NO
1693319,NO
1694476,NO
1690610,NO
1709555,NO
1689341,NO
1686072,1438643
1710004,NO
1696261,NO
1699634,1699322
1696507,NO
1689427,NO
1686714,NO
1690176,NO
1706100,NO
1709233,NO
1704717,NO
1703078,NO
1707236,NO
1688711,NO
1697631,NO
1698502,NO
1692991,NO
1692749,NO
1713243,NO
1695026,NO
1703050,NO
1695740,NO
1704059,NO
1713525,NO
1705347,NO
1693331,NO
1697157,NO
1701121,NO
1698264,1679182
1711332,NO
1688077,NO
1708663,1718444
1689369,NO
1691526,NO
1706896,NO
1701135,NO
1697143,NO
1698270,NO
1687350,NO
1711326,NO
1688063,NO
1710038,1711366
1691532,1689365
1707544,NO
1695754,NO
1713531,NO
1692985,NO
1685221,NO
1703044,NO
1686728,NO
1691254,NO
1687436,NO
1688705,NO
1701653,NO
1697625,NO
1705352,NO
1713530,NO
1685546,NO
1695755,1602117
1691533,NO
1708676,1708677
1688062,NO
1709568,NO
1711327,1711318
1698271,1385347
1698517,NO
1710987,NO
1697624,NO
1701652,NO
1711441,NO
1707223,NO
1691255,1602901
1708110,1702480
1695033,NO
1703045,NO
1712148,NO
1705434,NO
1692984,NO
1703051,NO
1713242,NO
1692748,1693472
1694339,NO
1697630,NO
1710993,NO
1711455,NO
1707237,1614218
1706897,1706901
1689368,NO
1691527,NO
1708662,NO
1688076,NO
1687345,NO
1698265,NO
1697156,NO
1702429,NO
1695999,NO
1705346,NO
1685552,NO
1713524,1714307
1704058,NO
1703737,NO
1695741,NO
1696260,NO
1700216,1607713
1699153,NO
1690611,NO
1701108,NO
1708892,NO
1694477,NO
1702401,NO
1712612,NO
1704070,NO
1692006,NO
1703079,NO
1704716,1704717
1712174,NO
1694311,NO
1697618,NO
1709232,NO
1688738,NO
1706101,1696794
1686715,1662606
1691269,1688830
1689426,1670545
1700570,1697359
1699635,NO
1690163,NO
1706115,NO
1710777,NO
1699621,1598978
1692774,1693225
1694305,NO
1702415,NO
1684670,NO
1713518,NO
1696274,1696273
1699147,NO
1686067,NO
1709540,1653898
1706673,1675067
1708886,1709472
1698259,1630162
1687392,NO
1697181,NO
1690836,NO
1684843,1684419
1694488,NO
1703938,NO
1702398,NO
1701691,NO
1711482,NO
1691282,NO
1686926,NO
1710950,NO
1699806,NO
1711496,NO
1704925,NO
1703092,NO
1684857,NO
1695782,NO
1705385,NO
1697195,NO
1690822,NO
1695972,NO
1689383,NO
1697803,NO
1688937,NO
1688089,NO
1708845,NO
1706868,NO
1693640,NO
1704528,NO
1713054,NO
1685022,1683753
1693898,NO
1695231,NO
1689618,1690006
1707021,NO
1711643,NO
1687635,NO
1690349,NO
1688506,NO
1697426,NO
1701450,NO
1697340,NO
1701336,734643
1698073,NO
1706459,NO
1688260,NO
1691731,NO
1703521,NO
1692238,NO
1685744,NO
1694891,1694670
1705150,1703784
1694649,NO
1695543,1647979
1694885,NO
1685750,NO
1685988,NO
1697354,NO
1698067,NO
1691725,1678795
1699379,NO
1691043,NO
1709018,NO
1687621,1687622
1711657,NO
1700982,NO
1688512,1607713
1693654,1692839
1705622,NO
1699437,NO
1696704,NO
1690375,NO
1698729,NO
1694113,NO
1702165,NO
1704514,NO
1692562,NO
1704272,1693197
1694675,NO
1702603,NO
1706465,NO
1711119,NO
1708448,NO
1710207,NO
1686271,NO
1696062,1695578
1700014,NO
1688248,NO
1690407,NO
1691719,NO
1689156,NO
1710213,NO
1703509,NO
1692210,NO
1705178,NO
1694661,NO
1702171,NO
1692576,1640128
1699423,NO
1707009,NO
1689630,1696175
1690361,NO
1709024,NO
1696923,NO
1700955,NO
1701493,NO
1711858,NO
1691094,NO
1713097,NO
1703284,NO
1693683,NO
1712389,NO
1705193,NO
1695594,1695495
1694852,NO
1709971,NO
1707790,NO
1696089,NO
1709965,1717561
1697397,NO
1707948,NO
1705187,NO
1695580,NO
1704299,NO
1702830,NO
1694846,NO
1692589,NO
1713083,NO
1705839,NO
1693697,NO
1700941,NO
1696937,NO
1700799,NO
1691080,NO
1705811,NO
1687812,NO
1691916,NO
1685963,NO
1689195,NO
1699386,NO
1709959,NO
1698098,NO
1698926,NO
1703333,NO
1695345,NO
1713120,NO
1705742,1711380
1701524,NO
1697552,NO
1698661,NO
1688472,1665374
1710429,NO
1687999,NO
1699219,NO
1686339,1677241
1708500,NO
1687027,NO
1697234,NO
1698107,NO
1693052,NO
1705024,NO
1712558,NO
1685630,NO
1694729,NO
1705030,NO
1693046,NO
1695437,1687170
1700148,NO
1707627,NO
1691651,NO
1711045,NO
1706539,NO
1688300,NO
1697220,NO
1701256,NO
1691889,NO
1697546,NO
1701530,NO
1698675,NO
1696880,NO
1711723,NO
1707141,NO
1691137,NO
1695351,NO
1703327,NO
1713134,NO
1685142,1674082
1705756,1705272
1693720,1677653
1702039,NO
1689988,NO
1701518,NO
1690201,NO
1706277,NO
1709144,NO
1698885,NO
1686463,NO
1710415,NO
1699543,NO
1700606,NO
1695379,NO
1692416,NO
1704460,NO
1712202,1703584
1693708,NO
1702011,NO
1702777,NO
1705018,NO
1704306,34572
1699225,NO
1691679,NO
1689036,NO
1688328,NO
1690567,NO
1709622,NO
1697208,NO
1699231,NO
1708528,NO
1710367,NO
1686311,1675067
1706505,NO
1690573,NO
1709636,NO
1702763,NO
1685618,NO
1692364,NO
1704474,NO
1702005,NO
1698649,1690561
1706263,NO
1690215,NO
1687769,NO
1698891,NO
1686477,NO
1699557,NO
1700612,1697359
1689977,NO
1700821,NO
1705781,NO
1694098,NO
1695386,NO
1694926,NO
1702788,NO
1693091,NO
1701281,NO
1707828,1707538
1709805,NO
1691686,1691634
1711086,NO
1709811,NO
1691692,NO
1694932,NO
1702944,1701010
1703482,NO
1705795,NO
1685181,1682030
1686488,NO
1711938,NO
1697585,NO
1689963,NO
1700835,NO
1705965,1601989
1698846,NO
1708299,1708353
1711910,NO
1691862,NO
1707814,NO
1685817,NO
1702978,NO
1685803,NO
1707800,NO
1689787,1394199
1699594,NO
1711904,NO
1700809,NO
1712982,1724433
1703657,NO
1713444,NO
1704138,NO
1705226,NO
1701040,NO
1697036,NO
1690759,1690216
1688116,1592336
1711253,1329333
1689208,NO
1691447,NO
1708702,NO
1690981,NO
1696328,1696717
1700438,1700179
1707357,NO
1697988,NO
1687543,NO
1698463,1663577
1701726,NO
1697750,NO
1686885,1686884
1694259,NO
1705540,NO
1713322,NO
1692628,NO
1703131,NO
1712028,NO
1685340,NO
1695153,NO
1703125,NO
1707343,NO
1686649,1666007
1708070,NO
1711521,NO
1698477,NO
1697022,NO
1701054,NO
1709408,NO
1711247,1705098
1687231,NO
1707425,1704287
1691453,NO
1690995,NO
1703643,NO
1712996,NO
1705232,NO
1687219,NO
1686107,NO
1689234,NO
1692172,NO
1704104,NO
1712766,NO
1702575,NO
1702213,NO
1692614,NO
1704662,NO
1685368,1685367
1688894,NO
1708058,NO
1710617,NO
1711509,194863
1709346,NO
1706075,NO
1699999,1700000
1696466,NO
1700410,1642415
1699755,NO
1688880,NO
1710603,NO
1691309,NO
1709352,NO
1694271,1669823
1702207,1558086
1705568,NO
1703119,NO
1695609,NO
1712772,NO
1694517,NO
1709434,1617780
1690771,NO
1686113,NO
1707419,1662759
1696300,NO
1700376,NO
1699033,NO
1691484,NO
1690942,NO
1706934,1712665
1708919,NO
1712941,NO
1703694,1703565
1685397,1685124
1695184,NO
1692833,NO
1699966,NO
1697793,1698153
1686846,NO
1710830,NO
1699972,NO
1687594,NO
1697787,NO
1696499,NO
1707380,310853
1685383,NO
1704851,NO
1705597,NO
1703858,1067293
1693287,1684664
1684923,NO
1692199,NO
1691490,NO
1690956,NO
1700389,NO
1703870,NO
1695806,NO
1708925,NO
1709385,NO
1688857,NO
1701901,NO
1704879,NO
1710818,NO
1698488,1532472
1699796,NO
1697963,NO
1689585,1561971
1708931,NO
1695812,1694927
1701903,NO
1689593,NO
1699780,NO
1708927,NO
1684909,NO
1695804,NO
1695810,NO
1708933,NO
1688841,NO
1699794,NO
1688699,NO
1688869,NO
1686844,NO
1697791,NO
1699964,NO
1704847,NO
1685395,NO
1713485,NO
1703696,1700775
1712943,NO
1684935,NO
1706936,NO
1690940,NO
1691486,NO
1690954,NO
1713491,NO
1684921,NO
1692825,NO
1704853,NO
1685381,NO
1686688,NO
1701718,1701716
1709344,NO
1706077,NO
1710615,NO
1686663,NO
1689550,NO
1688896,NO
1704660,NO
1692616,NO
1712002,NO
1694267,NO
1702577,NO
1705218,NO
1712764,NO
1704106,NO
1691479,NO
1689236,1689240
1709422,NO
1688128,NO
1706711,NO
1690767,NO
1697008,NO
1700374,NO
1699031,NO
1708728,1699086
1689222,NO
1709436,NO
1694515,NO
1684706,NO
1712770,NO
1704112,NO
1685418,NO
1692602,NO
1702205,1404871
1694273,NO
1698449,NO
1709350,NO
1690015,NO
1686677,NO
1700412,NO
1696464,NO
1688882,NO
1699757,NO
1713320,NO
1685356,NO
1705542,NO
1693534,NO
1698461,NO
1697752,1675996
1709378,NO
1707355,1707273
1710629,NO
1707433,531777
1686139,NO
1708700,NO
1711251,NO
1687227,NO
1698307,NO
1697034,NO
1701042,NO
1712758,NO
1705224,NO
1713446,1683714
1685430,NO
1703655,NO
1705230,NO
1685424,NO
1712994,NO
1703641,NO
1690997,1663577
1700348,NO
1708714,1710829
1687233,NO
1698475,NO
1701730,NO
1697746,NO
1690029,NO
1711523,NO
1696458,NO
1695151,1693924
1685342,NO
1713334,NO
1705556,1696794
1704890,NO
1685815,1556261
1694918,NO
1707816,NO
1691860,NO
1709185,NO
1696869,NO
1699582,NO
1711912,NO
1689791,NO
1705967,NO
1693905,NO
1698688,NO
1699596,1699864
1687970,NO
1711906,NO
1691874,NO
1707802,NO
1685801,NO
1691684,NO
1701283,NO
1711090,NO
1693093,NO
1685829,NO
1703494,NO
1705783,NO
1696855,NO
1689975,1686466
1687958,NO
1698878,NO
1687794,NO
1700837,NO
1696841,NO
1697587,NO
1704489,NO
1685183,NO
1695390,NO
1705797,NO
1703480,1646932
1692399,NO
1709813,1450398
1701297,NO
1690565,1690030
1687019,1676554
1709620,NO
1689034,NO
1710371,NO
1699227,NO
1700162,NO
1694703,NO
1702775,NO
1694065,1691504
1702013,NO
1712200,NO
1685168,NO
1704462,NO
1692414,NO
1699541,NO
1696672,1696628
1700604,1700614
1689752,1691907
1710417,NO
1686461,NO
1706275,1413836
1690203,NO
1711709,1710910
1699555,1703014
1696666,NO
1691109,NO
1710403,NO
1690217,NO
1706261,NO
1709152,NO
1697578,NO
1705768,NO
1692400,NO
1704476,NO
1695409,NO
1704310,NO
1694717,NO
1701268,NO
1690571,NO
1706507,1706393
1709634,NO
1707619,1707273
1710365,NO
1696100,NO
1703457,1566795
1704338,NO
1702991,NO
1705026,1657526
1693050,NO
1697236,NO
1698105,NO
1711053,NO
1687025,NO
1690559,NO
1688316,NO
1708502,NO
1707631,NO
1700638,NO
1708264,NO
1691121,NO
1688470,1566458
1697550,1697551
1701526,1392106
1698663,NO
1694059,NO
1705740,NO
1693736,NO
1692428,1602764
1713122,NO
1705998,NO
1703331,1690619
1693722,NO
1705754,NO
1713136,NO
1703325,NO
1695353,NO
1699569,NO
1686449,1668088
1691135,NO
1711721,NO
1688464,1588155
1698677,NO
1697222,NO
1711047,NO
1710359,NO
1708516,NO
1703443,NO
1702985,NO
1693044,NO
1705032,NO
1685961,NO
1707962,NO
1699390,NO
1689183,NO
1708489,NO
1711866,NO
1698924,NO
1711872,NO
1688289,NO
1707976,NO
1691900,NO
1687192,NO
1697381,NO
1709973,1694396
1702826,NO
1694850,NO
1705191,NO
1693681,NO
1702198,1700117
1691096,NO
1700957,NO
1690388,1690131
1687838,NO
1689815,NO
1696935,NO
1711696,NO
1693695,NO
1694844,NO
1705185,1676492
1697395,NO
1686298,NO
1707792,NO
1696060,NO
1689140,NO
1710205,NO
1690411,1562896
1701308,NO
1702601,NO
1712412,486167
1704270,NO
1703279,NO
1688538,NO
1690377,NO
1706301,NO
1691069,NO
1689626,NO
1699435,NO
1700770,NO
1696706,NO
1690363,NO
1711669,NO
1689632,NO
1710577,1476869
1686501,NO
1696712,NO
1700764,NO
1704502,NO
1694105,NO
1702615,NO
1712406,NO
1692212,NO
1699347,1689359
1696074,NO
1709998,NO
1710211,NO
1690405,1717924
1693124,NO
1685746,NO
1710239,1716432
1709768,NO
1688262,NO
1701334,1704626
1697342,NO
1698717,NO
1687637,1686002
1688504,NO
1686529,NO
1691055,1682599
1707023,NO
1711899,NO
1703245,NO
1695233,NO
1685020,NO
1693642,NO
1713042,NO
1685034,NO
1705620,NO
1693656,NO
1694139,NO
1711655,NO
1687623,1687616
1688510,NO
1691041,NO
1696048,1694927
1708462,NO
1689168,NO
1691727,NO
1690439,1693146
1698065,NO
1702629,NO
1705146,NO
1694887,NO
1688921,NO
1701877,1661516
1697801,NO
1709595,NO
1695970,NO
1703912,1703565
1699186,NO
1708847,NO
1709581,NO
1686918,NO
1699810,NO
1711480,NO
1701693,NO
1710946,NO
1691294,NO
1713297,NO
1692945,NO
1693483,NO
1684841,1650612
1695794,NO
1697183,NO
1687390,NO
1707590,NO
1696289,NO
1705387,NO
1695780,NO
1712823,NO
1685593,NO
1713283,NO
1703090,NO
1704927,NO
1692951,NO
1688909,NO
1700599,NO
1697829,NO
1700572,899913
1689424,NO
1687409,NO
1706103,NO
1694313,NO
1713268,NO
1692004,NO
1684666,NO
1712610,NO
1694475,NO
1711319,1708680
1709556,NO
1690613,NO
1706665,NO
1708648,1670187
1686071,NO
1710007,NO
1689342,NO
1697168,NO
1709542,NO
1690607,NO
1710013,NO
1686065,NO
1689356,1664152
1696276,NO
1692010,NO
1705378,NO
1684672,NO
1702417,NO
1702371,NO
1700566,NO
1699623,1630132
1686703,NO
1707209,NO
1689430,NO
1709224,NO
1706117,NO
1690161,1690661
1701678,NO
1685222,NO
1695031,NO
1696538,NO
1689418,NO
1708112,NO
1690149,NO
1688706,NO
1687435,NO
1698515,NO
1706659,NO
1688060,1713969
1711325,1711318
1691531,NO
1708674,1708677
1700228,NO
1684882,NO
1685544,NO
1713532,NO
1693326,NO
1705350,NO
1694449,NO
1695743,NO
1703735,NO
1684896,NO
1685550,1685007
1701122,NO
1708660,NO
1706895,NO
1707235,1707234
1710749,NO
1708106,NO
1688712,NO
1687421,NO
1692992,NO
1693454,NO
1713240,1713201
1685236,NO
1695025,NO
1706894,NO
1708661,NO
1691524,NO
1707552,NO
1687346,1644147
1697155,NO
1698266,NO
1705345,NO
1685551,NO
1713527,NO
1703734,NO
1695742,NO
1703052,1701779
1685237,NO
1705423,NO
1692993,NO
1701645,NO
1697633,NO
1710990,NO
1688713,NO
1710748,NO
1707234,NO
1710984,NO
1701651,NO
1698514,1706963
1711442,NO
1687434,NO
1688707,NO
1708113,NO
1701889,NO
1689419,NO
1691256,NO
1696539,1697048
1695030,NO
1685223,1634341
1692987,NO
1694448,NO
1693327,NO
1695756,NO
1684883,NO
1706880,NO
1707546,NO
1691530,NO
1711324,1711318
1701137,NO
1698272,NO
1702416,NO
1684673,NO
1705379,NO
1692011,NO
1704067,NO
1703708,NO
1699144,NO
1700201,NO
1696277,NO
1691518,NO
1686064,NO
1688049,NO
1708885,NO
1701679,1663802
1709225,NO
1707208,NO
1686702,NO
1699622,NO
1700567,NO
1693469,NO
1702370,NO
1694306,NO
1713269,NO
1704715,1706039
1692763,NO
1712177,NO
1694312,NO
1698528,1698849
1706102,NO
1709231,NO
1689425,1700640
1710760,NO
1686716,NO
1700573,NO
1699150,NO
1700215,NO
1689343,NO
1710006,1707070
1706664,NO
1711318,NO
1708891,1705338
1694474,NO
1685579,NO
1704073,NO
1704098,NO
1685592,NO
1684854,NO
1712822,NO
1695781,NO
1705386,NO
1697196,NO
1696288,NO
1690821,NO
1700598,NO
1688908,NO
1701686,NO
1710953,NO
1711495,NO
1699805,NO
1693496,NO
1692950,NO
1704926,NO
1703091,NO
1713282,NO
1692944,NO
1691295,NO
1686931,NO
1701692,NO
1711481,1528932
1697182,NO
1706843,NO
1690835,NO
1707585,NO
1695795,NO
1684840,NO
1705392,NO
1708846,NO
1689394,NO
1695965,NO
1686919,NO
1699839,1593761
1697800,NO
1688920,NO
1692978,NO
1703907,NO
1709594,NO
1708852,1708777
1691040,1685474
1707036,NO
1708305,NO
1706328,NO
1688511,NO
1687622,NO
1698702,NO
1713043,NO
1692549,NO
1695226,NO
1703536,NO
1694886,NO
1685753,NO
1693131,NO
1705147,NO
1702628,1704016
1698064,1692085
1690438,NO
1688277,NO
1687144,NO
1691726,NO
1708463,NO
1697343,NO
1688263,NO
1709769,1710829
1711126,NO
1707744,NO
1691732,NO
1710238,NO
1708477,NO
1685747,NO
1693125,NO
1705635,NO
1685021,NO
1703244,NO
1699408,NO
1707022,NO
1691054,NO
1686528,NO
1708311,NO
1688505,942615
1700995,1566458
1687636,NO
1702172,NO
1694104,NO
1692575,NO
1704503,NO
1685009,NO
1696713,NO
1699420,NO
1708339,NO
1686500,NO
1710576,NO
1711668,NO
1698058,NO
1687178,1689477
1706472,NO
1710210,1668695
1689155,NO
1700003,NO
1696075,NO
1709999,NO
1692213,NO
1704265,NO
1702614,NO
1694662,NO
1695568,NO
1704271,1703437
1692207,NO
1694676,NO
1686272,NO
1689141,NO
1699352,NO
1700771,NO
1699434,NO
1691068,NO
1690376,NO
1697419,1563871
1702166,NO
1705609,NO
1712375,NO
1692561,NO
1693694,NO
1711697,NO
1700942,NO
1701484,NO
1707793,1716212
1697394,NO
1687187,1644147
1695583,NO
1694845,NO
1694689,NO
1695597,NO
1697380,NO
1706499,NO
1696920,NO
1700956,NO
1713094,NO
1703287,NO
1693858,NO
1696908,NO
1687805,NO
1711873,1697252
1693870,NO
1685974,NO
1694879,NO
1691901,NO
1707977,NO
1688288,NO
1708488,NO
1689182,NO
1699391,NO
1709796,NO
1693864,NO
1711867,737884
1698931,NO
1697545,NO
1701533,1699410
1711720,NO
1691134,NO
1708271,NO
1699568,NO
1712229,NO
1705755,NO
1693723,NO
1705033,NO
1693045,NO
1702984,NO
1695434,NO
1703442,1700775
1691652,NO
1708517,NO
1688303,NO
1711046,NO
1697223,NO
1689009,1691532
1691646,1498944
1707630,NO
1690558,NO
1688317,NO
1698104,NO
1701241,NO
1705027,NO
1702990,NO
1685633,1685436
1704339,1701035
1703330,NO
1695346,NO
1713123,NO
1693737,NO
1705741,NO
1694058,NO
1698662,NO
1697551,NO
1711734,1535913
1696897,NO
1691120,NO
1708265,NO
1700639,NO
1703318,NO
1704477,NO
1692401,NO
1705769,NO
1712215,NO
1697579,NO
1709153,1709493
1690216,NO
1686474,NO
1689747,NO
1700611,1694967
1699554,NO
1700177,1699648
1699232,NO
1710364,NO
1690570,NO
1701269,NO
1704311,NO
1692367,1692845
1695408,1695423
1702774,NO
1694702,NO
1712567,NO
1692373,1678508
1704305,1631735
1699226,NO
1686306,NO
1710370,NO
1689035,NO
1709621,NO
1690564,NO
1706512,NO
1709147,NO
1690202,NO
1696673,NO
1685169,NO
1702012,NO
1704488,1707605
1707181,NO
1696698,NO
1689960,1689600
1696840,NO
1700836,NO
1687795,NO
1711085,NO
1691849,1684664
1701296,NO
1709812,NO
1691691,1694792
1703481,NO
1693086,NO
1702953,NO
1694925,1696726
1685828,NO
1712598,NO
1693092,NO
1691685,NO
1698879,1695919
1687781,NO
1696854,1517182
1695385,NO
1685196,NO
1687971,1691561
1698689,NO
1693904,1694384
1707803,1707178
1691875,NO
1691861,NO
1707817,NO
1694919,1626778
1705966,NO
1698845,NO
1687965,1631451
1699583,1471001
1696868,NO
1701057,NO
1711244,NO
1687232,1586816
1691450,NO
1700349,NO
1703640,NO
1692159,NO
1703898,NO
1702238,NO
1713335,NO
1685343,NO
1703126,NO
1696459,NO
1708073,NO
1707340,1705274
1691336,NO
1687554,NO
1688667,1682030
1697747,NO
1691322,1501939
1709379,NO
1687540,1674372
1697753,NO
1704885,NO
1685357,1683525
1695144,263114
1695622,NO
1693253,NO
1701043,NO
1698306,NO
1687226,NO
1691444,NO
1690982,NO
1704113,NO
1684707,NO
1702562,NO
1690772,NO
1711278,NO
1709437,NO
1689223,NO
1708729,NO
1710166,NO
1686110,NO
1696303,NO
1700375,NO
1688883,NO
1700413,1695881
1686676,NO
1698448,1695048
1694272,NO
1702204,1479260
1713309,1457069
1692603,NO
1712003,NO
1693509,NO
1692617,NO
1704661,NO
1688897,NO
1699742,NO
1700407,NO
1696471,NO
1686662,NO
1710614,NO
1690000,NO
1706076,NO
1697009,NO
1690766,1546720
1706710,NO
1709423,NO
1691478,NO
1689237,NO
1710172,NO
1699024,NO
1692171,NO
1704107,1704106
1705219,NO
1702576,NO
1694500,NO
1712956,NO
1684920,NO
1713490,NO
1710199,1420777
1706923,NO
1701094,NO
1711287,NO
1710827,NO
1686851,NO
1686689,NO
1695193,1671815
1704852,NO
1692824,NO
1695187,NO
1692830,NO
1704846,NO
1694299,NO
1706089,NO
1697790,1697963
1686845,NO
1710833,1710832
1688868,NO
1697948,NO
1707397,NO
1690941,NO
1706937,NO
1711293,NO
1690799,NO
1684934,NO
1703697,NO
1713484,1611756
1688698,NO
1709392,NO
1688840,NO
1697960,NO
1699781,NO
1689592,NO
1703873,NO
1692857,NO
1704821,NO
1702288,1701085
1693591,1696437
1713385,NO
1701959,NO
1711592,1717314
1690098,NO
1699902,NO
1686822,NO
1710854,NO
1697091,NO
1687282,NO
1706788,NO
1707496,1697069
1706950,NO
1684953,NO
1705281,NO
1703828,1574475
1694598,NO
1685481,NO
1705295,1701956
1697085,NO
1708969,1708878
1687296,NO
1690932,NO
1710698,NO
1691392,NO
1711586,NO
1710840,NO
1686836,NO
1701795,NO
1704835,NO
1692843,1691558
1693585,NO
1713391,NO
1703182,1708809
1688833,NO
1701965,NO
1708941,NO
1689293,NO
1708799,NO
1709493,NO
1699094,1725966
1706978,NO
1703800,272125
1688827,NO
1687527,NO
1711551,NO
1701742,NO
1710897,NO
1699719,1698307
1691345,NO
1685330,NO
1713346,NO
1703155,NO
1692894,NO
1693552,NO
1705524,1629122
1712058,NO
1693234,NO
1705242,NO
1684748,1684745
1695645,NO
1698361,NO
1687241,NO
1706987,NO
1711223,NO
1687255,NO
1705256,NO
1695889,NO
1702539,NO
1684984,NO
1704148,NO
1713434,NO
1692658,NO
1713352,1713201
1695137,NO
1703141,NO
1692880,NO
1694229,NO
1705530,NO
1693546,1694451
1711545,NO
1687533,NO
1706039,NO
1688600,1688590
1697720,NO
1701756,NO
1708014,1706901
1692670,NO
1704606,NO
1703169,NO
1712064,NO
1688628,NO
1706011,NO
1709322,1709799
1697708,NO
1699725,1701920
1700460,NO
1696416,NO
1689536,NO
1686605,NO
1710115,1708869
1690701,NO
